time,pop,gdp,land,name,value,per_pop,per_gdp,per_pop_cumsum
2022-03-01,11742796,563543.6,Belgía,beneficiaries,26505,225.71285407666113,4703.274067880462,225.71285407666113
2022-03-01,11742796,563543.6,Belgía,applicants_ukraine,710,6.046260192206353,125.9884772003444,6.046260192206353
2022-03-01,11742796,563543.6,Belgía,applicants_total,32010,272.5926602148245,5680.1283875817235,272.5926602148245
2022-03-01,11742796,563543.6,Belgía,applicants_non_ukraine,31300,266.5464000226181,5554.139910381379,266.5464000226181
2022-03-01,11742796,563543.6,Belgía,grants,26505,225.71285407666113,4703.274067880462,225.71285407666113
2022-03-01,11742796,563543.6,Belgía,total_decisions,1849.4444444444443,15.749608904424843,328.1812524256232,15.749608904424843
2022-03-01,11742796,563543.6,Belgía,positive_decisions,811.1111111111112,6.907308200799121,143.93049821009612,6.907308200799121
2022-03-01,11742796,563543.6,Belgía,percent_positive_decisions,0.43608296986933176,0.003713621269324033,0.0773822947983673,0.43857014118353865
2022-03-01,11742796,563543.6,Belgía,asylum_applicants_ukraine,425,3.6192402558981693,75.41563776076953,3.6192402558981693
2022-03-01,11742796,563543.6,Belgía,asylum_applicants_total,3240,27.59138453908251,574.9333325762194,27.59138453908251
2022-03-01,11742796,563543.6,Belgía,asylum_applicants_non_ukraine,2815,23.972144283184345,499.51769481545,23.972144283184345
2022-03-01,11742796,563543.6,Belgía,total_grants,27316.11111111111,232.62016227746022,4847.204566090558,232.62016227746022
2022-04-01,11742796,563543.6,Belgía,beneficiaries,37540,319.6853628386289,6661.418921268913,545.39821691529
2022-04-01,11742796,563543.6,Belgía,applicants_ukraine,665,5.66304651805243,118.00329202567468,11.709306710258783
2022-04-01,11742796,563543.6,Belgía,applicants_total,32095,273.3165082660041,5695.211515133878,545.9091684808286
2022-04-01,11742796,563543.6,Belgía,applicants_non_ukraine,31430,267.65346174795167,5577.208223108204,534.1998617705698
2022-04-01,11742796,563543.6,Belgía,grants,11035,93.97250876196776,1958.1448533884513,319.68536283862886
2022-04-01,11742796,563543.6,Belgía,total_decisions,1951.6666666666667,16.620118979046104,346.32043850141616,32.369727883470944
2022-04-01,11742796,563543.6,Belgía,positive_decisions,895,7.621694185950263,158.81646069620876,14.529002386749383
2022-04-01,11742796,563543.6,Belgía,percent_positive_decisions,0.45858240819812124,0.0039052233232879222,0.08137478771795496,0.45858240819812124
2022-04-01,11742796,563543.6,Belgía,asylum_applicants_ukraine,30,0.25547578276928257,5.323456783113143,3.8747160386674517
2022-04-01,11742796,563543.6,Belgía,asylum_applicants_total,2325,19.799373164619396,412.56790069126856,47.39075770370191
2022-04-01,11742796,563543.6,Belgía,asylum_applicants_non_ukraine,2295,19.543897381850115,407.24444390815546,43.516041665034464
2022-04-01,11742796,563543.6,Belgía,total_grants,11930,101.59420294791803,2116.96131408466,334.2143652253783
2022-05-01,11742796,563543.6,Belgía,beneficiaries,44820,381.68081945730813,7953.244433971036,927.0790363725982
2022-05-01,11742796,563543.6,Belgía,applicants_ukraine,635,5.407570735283147,112.67983524256154,17.11687744554193
2022-05-01,11742796,563543.6,Belgía,applicants_total,32715,278.5963411099026,5805.229621984883,824.5055095907312
2022-05-01,11742796,563543.6,Belgía,applicants_non_ukraine,32080,273.1887703746195,5692.549786742322,807.3886321451893
2022-05-01,11742796,563543.6,Belgía,grants,7280,61.995456618679235,1291.8255127021228,381.6808194573081
2022-05-01,11742796,563543.6,Belgía,total_decisions,1988.3333333333333,16.932367157986338,352.8268856807767,49.30209504145728
2022-05-01,11742796,563543.6,Belgía,positive_decisions,893.3333333333334,7.607501086907525,158.52071309714694,22.13650347365691
2022-05-01,11742796,563543.6,Belgía,percent_positive_decisions,0.4496181293134335,0.003828884784453664,0.07978408934347467,0.44928751047778714
2022-05-01,11742796,563543.6,Belgía,asylum_applicants_ukraine,15,0.12773789138464128,2.6617283915565717,4.002453930052093
2022-05-01,11742796,563543.6,Belgía,asylum_applicants_total,2555,21.758020832517232,453.3810693618027,69.14877853621914
2022-05-01,11742796,563543.6,Belgía,asylum_applicants_non_ukraine,2540,21.630282941132588,450.71934097024615,65.14632460616706
2022-05-01,11742796,563543.6,Belgía,total_grants,8173.333333333333,69.60295770558675,1450.3462257992696,403.817322930965
2022-06-01,11742796,563543.6,Belgía,beneficiaries,49145,418.51191147321305,8720.709453536514,1345.5909478458113
2022-06-01,11742796,563543.6,Belgía,applicants_ukraine,635,5.407570735283147,112.67983524256154,22.52444818082508
2022-06-01,11742796,563543.6,Belgía,applicants_total,33230,282.98200871410864,5896.615630094992,1107.4875183048398
2022-06-01,11742796,563543.6,Belgía,applicants_non_ukraine,32595,277.5744379788255,5783.93579485243,1084.9630701240148
2022-06-01,11742796,563543.6,Belgía,grants,4325,36.8310920159049,767.4650195654782,418.511911473213
2022-06-01,11742796,563543.6,Belgía,total_decisions,2025,17.24461533692657,359.3333328601372,66.54671037838385
2022-06-01,11742796,563543.6,Belgía,positive_decisions,891.6666666666666,7.593307987864787,158.2249654980851,29.729811461521695
2022-06-01,11742796,563543.6,Belgía,percent_positive_decisions,0.44065385042874583,0.0037525462456194066,0.07819339096899439,0.4403292181069959
2022-06-01,11742796,563543.6,Belgía,asylum_applicants_ukraine,20,0.17031718851285502,3.548971188742096,4.172771118564948
2022-06-01,11742796,563543.6,Belgía,asylum_applicants_total,2935,24.994047414261473,520.8115219479025,94.14282595048061
2022-06-01,11742796,563543.6,Belgía,asylum_applicants_non_ukraine,2915,24.82373022574862,517.2625507591604,89.97005483191568
2022-06-01,11742796,563543.6,Belgía,total_grants,5216.666666666667,44.42440000376969,925.6899850635634,448.2417229347347
2022-07-01,11742796,563543.6,Belgía,beneficiaries,52300,445.37944796111594,9280.55965856058,1790.9703958069272
2022-07-01,11742796,563543.6,Belgía,applicants_ukraine,650,5.5353086266677884,115.3415636341181,28.059756807492867
2022-07-01,11742796,563543.6,Belgía,applicants_total,34480,293.6268329961621,6118.426329391373,1401.114351301002
2022-07-01,11742796,563543.6,Belgía,applicants_non_ukraine,33830,288.09152436949427,6003.084765757255,1373.054594493509
2022-07-01,11742796,563543.6,Belgía,grants,3155,26.867536487902882,559.8502050240656,445.3794479611159
2022-07-01,11742796,563543.6,Belgía,total_decisions,2061.6666666666665,17.556863515866805,365.83978003949767,84.10357389425066
2022-07-01,11742796,563543.6,Belgía,positive_decisions,890,7.5791148888220485,157.92921789902326,37.30892635034375
2022-07-01,11742796,563543.6,Belgía,percent_positive_decisions,0.4316895715440582,0.0036762077067851485,0.0766026925945141,0.43168957154405824
2022-07-01,11742796,563543.6,Belgía,asylum_applicants_ukraine,25,0.2128964856410688,4.43621398592762,4.3856676042060165
2022-07-01,11742796,563543.6,Belgía,asylum_applicants_total,3040,25.888212653953964,539.4436206887985,120.03103860443457
2022-07-01,11742796,563543.6,Belgía,asylum_applicants_non_ukraine,3015,25.675316168312893,535.007406702871,115.64537100022856
2022-07-01,11742796,563543.6,Belgía,total_grants,4045,34.44665137672493,717.7794229230889,482.6883743114596
2022-08-01,11742796,563543.6,Belgía,beneficiaries,55405,471.82119147773665,9831.53743561279,2262.791587284664
2022-08-01,11742796,563543.6,Belgía,applicants_ukraine,650,5.5353086266677884,115.3415636341181,33.59506543416066
2022-08-01,11742796,563543.6,Belgía,applicants_total,36590,311.5952963842683,6492.842789803664,1712.7096476852703
2022-08-01,11742796,563543.6,Belgía,applicants_non_ukraine,35940,306.0599877576005,6377.5012261695465,1679.1145822511096
2022-08-01,11742796,563543.6,Belgía,grants,3105,26.441743516620747,550.9777770522103,471.82119147773665
2022-08-01,11742796,563543.6,Belgía,total_decisions,2157.777777777778,18.37533222733136,382.89455825206386,102.47890612158201
2022-08-01,11742796,563543.6,Belgía,positive_decisions,996.1111111111112,8.48274219454303,176.75848170596052,45.791668544886775
2022-08-01,11742796,563543.6,Belgía,percent_positive_decisions,0.45918784675041224,0.003910379152890097,0.08148222191688669,0.4616374871266736
